1	18
2	36
3	45
4	63
5	90
6	108
7	117
8	135
9	144
10	162
11	189
12	207
13	216
14	234
15	243
16	261
17	288
18	306
19	315
20	333
21	342
22	360
23	387
24	405
25	414
26	432
27	441
28	459
29	486
30	504
31	513
32	531
33	531
34	558
35	576
36	585
37	603
38	612
39	630
40	657
41	675
42	684
43	702
44	711
45	729
46	756
47	774
48	783
49	792
50	801
51	819
52	846
53	864
54	873
55	891
56	900
57	918
58	945
59	963
60	972
61	990
62	999
63	1008
64	1017
65	1035
66	1044
67	1062
68	1089
69	1107
70	1116
71	1134
72	1143
73	1161
74	1188
75	1206
76	1215
77	1233
78	1242
79	1260
80	1287
81	1305
82	1314
83	1332
84	1341
85	1359
86	1386
87	1404
88	1413
89	1431
90	1440
91	1458
92	1485
93	1503
94	1512
95	1530
96	1530
97	1557
98	1575
99	1584
100	1602
101	1611
102	1629
103	1656
104	1674
105	1683
106	1701
107	1710
108	1728
109	1755
110	1773
111	1782
112	1791
113	1800
114	1818
115	1845
116	1863
117	1872
118	1890
119	1899
120	1917
121	1944
122	1962
123	1971
124	1989
125	1998
126	2007
127	2016
128	2034
129	2043
130	2061
131	2088
132	2106
133	2115
134	2133
135	2142
136	2160
137	2187
138	2205
139	2214
140	2232
141	2241
142	2259
143	2286
144	2304
145	2313
146	2331
147	2340
148	2358
149	2385
150	2403
151	2412
152	2430
153	2439
154	2457
155	2484
156	2502
157	2511
158	2529
159	2529
160	2556
161	2574
162	2583
163	2601
164	2610
165	2628
166	2655
167	2673
168	2682
169	2700
170	2709
171	2727
172	2754
173	2772
174	2781
175	2790
176	2799
177	2817
178	2844
179	2862
180	2871
181	2889
182	2898
183	2916
184	2943
185	2961
186	2970
187	2988
188	2997
189	3006
190	3015
191	3033
192	3042
193	3060
194	3087
195	3105
196	3114
197	3132
198	3141
199	3159
200	3186
201	3204
202	3213
203	3231
204	3240
205	3258
206	3285
207	3303
208	3312
209	3330
210	3339
211	3357
212	3384
213	3402
214	3411
215	3429
216	3438
217	3456
218	3483
219	3501
220	3510
221	3528
222	3528
223	3555
224	3573
225	3582
226	3600
227	3609
228	3627
229	3654
230	3672
231	3681
232	3699
233	3708
234	3726
235	3753
236	3771
237	3780
238	3789
239	3798
240	3816
241	3843
242	3861
243	3870
244	3888
245	3897
246	3915
247	3942
248	3960
249	3969
250	3987
251	3996
252	4005
253	4014
254	4032
255	4041
256	4059
257	4086
258	4104
259	4113
260	4131
261	4140
262	4158
263	4185
264	4203
265	4212
266	4230
267	4239
268	4257
269	4284
270	4302
271	4311
272	4329
273	4338
274	4356
275	4383
276	4401
277	4410
278	4428
279	4437
280	4455
281	4482
282	4500
283	4509
284	4527
285	4527
286	4554
287	4572
288	4581
289	4599
290	4608
291	4626
292	4653
293	4671
294	4680
295	4698
296	4707
297	4725
298	4752
299	4770
300	4779
301	4788
302	4797
303	4815
304	4842
305	4860
306	4869
307	4887
308	4896
309	4914
310	4941
311	4959
312	4968
313	4986
314	4995
315	5004
316	5013
317	5031
318	5040
319	5058
320	5085
321	5103
322	5112
323	5130
324	5139
325	5157
326	5184
327	5202
328	5211
329	5229
330	5238
331	5256
332	5283
333	5301
334	5310
335	5328
336	5337
337	5355
338	5382
339	5400
340	5409
341	5427
342	5436
343	5454
344	5481
345	5499
346	5508
347	5526
348	5526
349	5553
350	5571
351	5580
352	5598
353	5607
354	5625
355	5652
356	5670
357	5679
358	5697
359	5706
360	5724
361	5751
362	5769
363	5778
364	5787
365	5796
366	5814
367	5841
368	5859
369	5868
370	5886
