droite
droite
bas
bas
gauche
gauche
haut
haut
droite
droite
bas
bas
gauche
gauche
haut
haut
droite
droite
bas
bas
gauche
gauche
haut
haut
droite
droite
bas
bas
Nombre de mouvements : 28
