bas
bas
droite
droite
haut
haut
gauche
gauche
bas
bas
droite
droite
haut
haut
gauche
gauche
bas
bas
droite
droite
haut
haut
gauche
gauche
bas
bas
droite
droite
Nombre de mouvements : 28
