bas
droite
haut
droite
bas
bas
gauche
gauche
haut
droite
haut
gauche
bas
droite
haut
droite
bas
bas
gauche
gauche
haut
droite
haut
gauche
bas
droite
haut
droite
bas
bas
gauche
gauche
haut
droite
haut
gauche
bas
droite
haut
droite
bas
bas
gauche
gauche
haut
droite
haut
gauche
bas
droite
haut
droite
bas
bas
gauche
gauche
haut
droite
haut
gauche
bas
droite
haut
droite
bas
bas
gauche
gauche
haut
droite
droite
haut
gauche
bas
droite
haut
gauche
bas
bas
droite
haut
gauche
bas
droite
haut
gauche
gauche
haut
droite
bas
droite
haut
gauche
bas
droite
haut
gauche
bas
bas
droite
haut
gauche
bas
droite
haut
gauche
bas
gauche
haut
droite
haut
gauche
bas
droite
haut
droite
bas
bas
gauche
gauche
haut
droite
bas
droite
haut
gauche
bas
droite
haut
gauche
gauche
haut
droite
bas
droite
haut
gauche
bas
droite
haut
gauche
bas
bas
droite
haut
gauche
bas
droite
haut
gauche
gauche
bas
droite
droite
haut
gauche
bas
droite
Nombre de mouvements : 158
